sentence,source,word_count
Àdìó jẹ́ kí ìjà ìdákẹ́rọ́rọ́ náà lọ láàárín tọkọtaya wọn fún ìgbà díẹ̀ láìsíì díwọ́.,menyo20k,15
"Ẹ jẹ́ kí a jókòó sọ̀rọ̀, Àdìó tẹnumó ọn.",menyo20k,9
"Sọ̀rọ̀ nípa kíni! Làbákẹ́ pariwo, ó ṣì ń sunkún.",menyo20k,9
"Ṣé... ṣé... a lè tún jọ́kọ̀ó sọ̀rọ̀ nípa nǹkankan mọ́ láé?, Ó kálòlò.",menyo20k,13
Làbákẹ́ tún rí àwọn nǹkan àlòkù tí wọ́n ń tà ní ọjà kékeré ní ibùdókọ̀.,menyo20k,15
"Àlàmú... Àlàmú...' Làbákẹ́ tesíwájú, 'Kí ló ṣẹlẹ̀ sí iṣẹ́ rẹ?'",menyo20k,10
Mo pàdánù rẹ̀ Làbákẹ́. Làbákẹ́ ti fẹ́rẹ̀ ẹ́ dákú pẹ̀lú gbogbo ìfihàn yìí.,menyo20k,13
Àlàmú ṣẹ̀ṣẹ̀ ń sọ gbogbo èyí fún un báyìí. Ẹnu yà á láìgbàgbọ́.,menyo20k,13
"O sì ń fa sìgá, ò ń mu ọtí náà Àlàmú.",menyo20k,11
"Bẹ́ẹ̀ ni, Làbákẹ́ láti fi lé ìbànújẹ́ kúrò.",menyo20k,8
O ò sọ nǹkankan fún mi rí Àlàmú.,menyo20k,8
"Mo lẹ̀rọ pé á bà ọ́ lọkàn jẹ́ ni, Làbákẹ́",menyo20k,10
Gbogbo ìdáhùn tí ó wá láti ẹnu Àlàmú la ọkàn Làbákẹ́ kọjá bí i idà.,menyo20k,15
Pé Àlàmú kó gbogbo nǹkan tó pọ̀ báyìí pamọ́ fi ẹ̀dùn sínú iṣan ṛẹ̀.,menyo20k,14
Màmá! Ó wọ inú ilé - tí Èṣùníyì sì tẹ̀lé e.,menyo20k,11
"Làbákẹ́ súnmọ́ Àlàmú, ó sì sọ ọ́ sí i léti kẹ́lẹ́kẹ́lẹ́; Bàbá oniṣègùn ìyá rẹ.",menyo20k,15
"Tí wọ́n mú wá láti abúlé, láti wo aágànná rẹ sàn.",menyo20k,11
Bí a ṣe lè: Dènà ìdojúkọ Fíṣíìnì,menyo20k,7
"Òṣèré burúkú ni a pe irú ọ̀tá, tàbí adojúkọni báwọ̀nyí.",menyo20k,10
Ìdojúkọ Fíṣíìnì sábà máa ń rí gẹ́lẹ́ bíi iṣẹ́-ìjẹ́ láti tàn ọ́:,menyo20k,12
ìsopọ̀ adaríẹni s'ójú ìwé mìíì,menyo20k,5
Kí o gba ẹ̀da iṣẹ́-àìrídìmú sílẹ̀ sórí ẹ̀rọ-ayárabíàṣáà rẹ; tàbí,menyo20k,10
Kí o tẹ orúkọ ìdánimọ̀ àti ọ̀rọ̀-ìfiwọléè rẹ sórí ibùdó-ìtàkùn tó jọ ògidì.,menyo20k,13
Àwon oríìsí ìdojúkọ Fíṣíìnì tó wà,menyo20k,6
Fíṣíìnì fún Ọ̀rọ̀-ìfiwọlé (tí a mọ̀ sí kíkórèe ìwé-ẹ̀rí),menyo20k,9
Ojúlé ìtàkùn àgbáyé inú iṣẹ́-ìjẹ́ lè darí ẹni sí ibòmíràn.,menyo20k,10
"Bí o bá ṣe bẹ́ẹ̀, o ó fi ohun-ẹ̀rí ìfiwọléè rẹ ránṣẹ́ sí adojúkọni.",menyo20k,14
Yóò fi ògidì orúkọ agbègbè-ìkápá ojú ìwé náà hàn gbangba.,menyo20k,10
"Bí kò bá jọ ibùdó tí o mọ̀ tẹ́lẹ̀, máà tẹ̀síwájú!",menyo20k,11
"""Ẹ̀wẹ̀wẹ̀, https://www.paypaI.com/ (tí ò ní """"i"""" nílá dípò """"L"""" kékeré yàtọ̀ sí https://www.paypal.com/.""",menyo20k,13
"Rántí, ó rọrùn láti ṣe àyédèrú ímeèlì kí ó ba han ojúlé ìdápadà ímeèlì ẹ̀tàn.",menyo20k,15
Àwọ̀n fífẹ̀ ni onífíṣíìnì sábà máa ń lò fi ṣiṣẹ́ láabi wọn.,menyo20k,12
Ìrànwọ́ bí o ṣe lè gbógunti Ìdojúkọ Fíṣíìnì,menyo20k,8
Fi àfikún fún iṣẹ́-àìrídìmúù rẹ,menyo20k,5
"Lọ́pọ̀ ìgbà bí a bá ṣ'àkíyèsíi odù-aṣàṣìṣe, oníṣọnà iṣẹ́-àìrídìmú yóò gbé àfikún àtúnṣe jáde.",menyo20k,14
Gbígba àfikún iṣẹ́-àìrídìmúù rẹ lóòrèkóòrè yóò dín ewu iṣẹ́-àìrídìmú àìdára kù.,menyo20k,11
Aṣàkóso ọ̀rọ̀-ìfiwọlé aṣiṣẹ́fúnrarẹ̀ yóò ṣe àpamọ̀ ibùdó tí o ti ń lo ọ̀rọ̀-ìfiwọlé ọ̀hún.,menyo20k,14
Jẹ́rìí sí ímeèlì pẹ̀lú afiṣẹ́-ìjẹ́ ránṣẹ́,menyo20k,6
Ṣí ìwé afurasí nínú Google Drive,menyo20k,6
Àwọn ènìyàn ń fojú sọ́nà fún ìfimọ́ láti ọwọ́ ẹni tí o kò mọ̀.,menyo20k,14
"Fún àpẹẹrẹ, oníròyìn sábà máa ń gba ìwé láti ibi pàtàkì oríṣiríṣi.",menyo20k,12
"Kàkà bẹ́ẹ̀, gbé e sóríi Google Drive tàbí akàwé mìíràn lórí ayélujára.",menyo20k,12
Méjèèjì ló ń ṣiṣẹ́ lóríi ẹ̀rọ-ayárabíàṣá àgbélétan àti àgbélétábìlì.,menyo20k,9
Ṣọ́ra fún àlàyé inú ímeèlì,menyo20k,5
"Láìbọ́sírere, gbígbọ́ sí àwọn ọ̀daràn wọ̀nyí lẹ́nu lè ṣe àkóbá fún ààbò rẹ.",menyo20k,13
Bí a ṣe lè: f'ààyègba ìfẹ̀rílàdí Ọlọ́nà-méjì,menyo20k,7
O ó ti máa lo 2FA nínú ìgbé ayéè rẹ.,menyo20k,10
Báwo ni 2FA ṣe ń ṣiṣẹ́ lórí ayélujára?,menyo20k,8
"Bí o bá f'ààyègba iṣẹ́ yìí, wà á fi ọ̀rọ̀-ìfiwọlé àti ọ̀nà mìíràn ṣe ìfẹ̀rílàdí.",menyo20k,15
"Èyíkéyìí, ọ̀nà kejì ni ẹ̀rọ-ìbánisọ̀rọ̀ọ alágbèékáà rẹ, ohun tí ó sábà máa ń ní.",menyo20k,14
Kí ló dé tí mo fi gbọdọ̀ f'ààyègba 2FA?,menyo20k,9
"""Ọ̀pọ̀ nínú iṣẹ́ 2FA ní ń pèsè àkàsílẹ̀ """"àpamọ́"""" kúkúrú alálòlẹ́ẹ̀kan tàbí odù """"ìgbàpadà.""""""",menyo20k,14
"Láìbọ́sírere, àṣàyàn yìí kò sí lárọ̀ọ́wọ́tó fún gbogbo iṣẹ́ afààyègbà 2FA.",menyo20k,11
Wo ìtọ́nà bí a ṣe ń ṣẹ̀dá ọ̀rọ̀-ìfiwọlée wa fún olobó.,menyo20k,11
Báwo ni mo ṣe lè f'ààyègba 2FA?,menyo20k,7
"Èyí yàtọ̀ láti agbègbè s'ágbègbè, bẹ́ẹ̀ náà ni ìpèlórúkọ wọ́n yàtọ̀.",menyo20k,11
Ẹ̀kúnrẹ́rẹ́ àkàsílẹ̀ àwọn ibùdó tó l'átìlẹ́yìn fún 2FA wà ní https://twofactorauth.org/.,menyo20k,11
Lílo Alákòóso Ọ̀rọ̀-Ìfiwọlé fún Ìṣẹ̀dá Ọ̀rọ̀-ìfiwọlé tó Lágbára,menyo20k,8
"Ní rere, alákòóso ọ̀rọ̀-ìfiwọlé lè ṣerànwọ́.",menyo20k,6
Máa ń ṣàgbajáde ọ̀rọ̀-ìfiwọlé tó ṣòro fún ọmọ-ènìyàn láti mọ̀.,menyo20k,10
dáàbò bo ọ̀rọ̀-ìfiwọléè rẹ pẹ̀lú ọ̀rọ̀-ìfiwọlé olúwa (tàbí gbólóhùn ìfiwọlé ọlọ́rọ̀ kan).,menyo20k,12
KeePassXC ni irúfẹ́ alákòóso ọ̀rọ̀-ìfiwọlé tó jẹ́ irinṣẹ́ ìṣísílẹ̀ ọ̀fẹ́.,menyo20k,10
O lè yí èyí padà nínú ààtò.,menyo20k,7
Ò ń gbèrò bóyá alákòóso ọ̀rọ̀-ìfiwọlé ni irinṣẹ́ tó tọ́ sí ọ?,menyo20k,12
"Bí ọ̀tá ńlá bíi ìjọba bá ń lépaà rẹ, o lè máà jẹ́ bẹ́ẹ̀.",menyo20k,14
Lílo alákòóso ọ̀rọ̀-ìfiwọlé máa ń ṣẹ̀dáa ìkúnnà kan ṣoṣo.,menyo20k,9
Alákòóso ọ̀rọ̀-ìfiwọlé jẹ́ ìlépa gbangba fún ọ̀tá.,menyo20k,7
Ìwádìí ṣíni níyè wípé ọ̀pọ̀lọpọ̀ alákòóso ọ̀rọ̀-ìfiwọlé ni ìpalára lè bá.,menyo20k,11
Bí a ṣe ń lo dice fi ṣẹ̀dá ọ̀rọ̀-ìfiwọlé alágbára,menyo20k,10
Ó ní àwọn ọ̀rọ̀-ìfiwọlé alágbára tí ó yẹ kí o há s'ágbárí.,menyo20k,12
Ọ̀rọ̀-ìfiwọlé fún ìyí-dátà-padà-sí-odù-ààbò (bíi ìyí-dátà-padà-sí-odù-ààbò díìskì kíkún),menyo20k,7
"Ọ̀rọ̀-ìfiwọlé olúwa, tàbí gbólóhùn ìfiwọlé ọlọ́rọ̀ kan, fún alákòóso ọ̀rọ̀-ìfiwọléè rẹ",menyo20k,11
"""Lápapọ̀, àwọn ọ̀rọ̀ wọ̀nyí ni """"gbólóhùn ìfiwọlé ọlọ́rọ̀ kan.""""""",menyo20k,9
Gbólóhùn ìfiwọlé ọlọ́rọ̀ kan ni irúfẹ́ ọ̀rọ̀-ìfiwọlé aláàbò tó máa ń gùn.,menyo20k,12
"Fún ìyí-dátà-padà-sí-odù-ààbò díìskì àti alákòóso ọ̀rọ̀-ìfiwọléè rẹ, ó kéré jù, yan ọ̀rọ̀ mẹ́fà.",menyo20k,13
Kí ni ṣe tí ó fi yẹ kí o lo ọ̀rọ̀ mẹ́fà?,menyo20k,12
fídíò alálàyé kan rè é.,menyo20k,5
Gbìyànjú kí o lo àṣàkalẹ̀ ọ̀rọ̀ EFF láti ṣe gbólóhùn ìfiwọlé ọlọ́rọ̀ kan.,menyo20k,13
"""Kíyèsára fún """"ìbéèrè ààbò"""" tí ibùdó-ìtàkùn-àgbáyé ń lò fi ṣe ìfẹsẹ̀múlẹ̀ ìdánimọ̀ọ rẹ.""",menyo20k,13
"Fún àpẹẹrẹ, bí ìbéèrè ààbò bá ní:",menyo20k,7
Kí ni orúkọ ẹranko ilé tí o fẹ́ràn àkọ́kọ́ọ̀ rẹ?,menyo20k,10
Ìdáhùn rẹ lè jẹ́ ọ̀rọ̀-ìfiwọlé aláìròtẹ́lẹ̀ tí alákòóso ọ̀rọ̀-ìfiwọléè rẹ gbàjáde.,menyo20k,11
O lè fi ìdáhùn àìṣòdodo pọ́nbélé wọ̀nyí s'ínúu alákòóso ọ̀rọ̀-ìfiwọléè rẹ.,menyo20k,11
Ìmúṣiṣẹ́pọ̀ ọ̀rọ̀-ìfiwọléè rẹ lóríi ẹ̀rọ gbogbo,menyo20k,6
Ọ̀pọ̀ alákòóso ọ̀rọ̀-ìfiwọlé ń fi ààyè gba ọ̀rọ̀-ìfiwọléè rẹ lórí gbogbo ẹ̀rọ - nípa àmúṣiṣẹ́pọ̀.,menyo20k,15
(Wọ́n ní láti fọ́ gbólóhùn ìfiwọlé ọlọ́rọ̀ kan ti alákòóso ọ̀rọ̀-ìfiwọléè rẹ.),menyo20k,12
Tọ́júu ìkópamọ̀ ilée dátà ọ̀rọ̀-ìfiwọléè rẹ torí aìíṣeémọ̀.,menyo20k,8
Ìfẹ̀rílàdí Ọlọ́nà púpọ̀ àti ọ̀rọ̀-ìfiwọlé ẹ̀rìnkan.,menyo20k,6
Ọ̀nà kejì lè jẹ́ odù alálòlẹ́ẹ̀kan tàbí òǹkà tí ẹ̀rọ alágbèéká gbàjáde.,menyo20k,12
Ọ̀nà méjì ni a lè fi ṣe ìfẹ̀rílàdí ọlọ́nà méjì lórí ẹ̀rọ-ìbánisọ̀rọ̀ alágbèéká:,menyo20k,13
"""Wá iṣẹ́-àìrídìmú tí ó jẹ́ ti ìṣísílẹ̀ """"Ọ̀rọ̀-ìfiwọlé Ẹ̀̀rìnkan ṣoṣo Adálórí Àkókò"""" tàbí RFC 6238.""",menyo20k,15
"Nígbà mìíràn, O ní láti sọ Ọ̀rọ̀-ìfiwọléè rẹ",menyo20k,8
Òfin nípa sísọ ọ̀rọ̀-ìfiwọlé yàtọ̀ láti ibìkan dé òmíràn.,menyo20k,9
A lè lo ìdẹ́rùbà ìpalára ojúkorojú láti fi gba ọ̀rọ̀-ìfiwọlé lọ́wọ́ èèyàn.,menyo20k,12
Bí a ṣe ń: fo ìtẹríbọlẹ̀ Ayélujára dá,menyo20k,8
"Èyí ni àkótán kúkúrú nípa ìfòdá ìtẹríbọlẹ̀ orí ayélujára, ṣùgbọ́n kì í ṣe ẹ̀kúnrẹ́rẹ́.",menyo20k,14
"Èyí ni a pè ní ìsẹ́ ẹ̀rọ-ayélujára tàbí ìdígàgá, tí í ṣe irúfẹ́ ìtẹríbọlẹ̀ kan.",menyo20k,15
Atẹríbọlẹ̀ẹ́ lè dígàgá ojú ìwé ìtàkùn-àgbáyé kan ṣoṣo tàbí gbogbo ibùdó-ìtàkùn-àgbáyé pọ̀.,menyo20k,12
"Nígbà mìíì, ohuninú ojú ìwé orí ayélujára ní í máa ń fa ìdígàgá",menyo20k,13
Onírúurú ọ̀nà ni a fi lè fo ìtẹríbọlẹ̀ orí ayélujára dá.,menyo20k,11
"Àwọn kan ń fi ààbò ìṣọ́ni bò ọ́, ṣùgbọ́n ọ̀pọ̀ ò ṣe bẹ́ẹ̀.",menyo20k,13
"""Irinṣẹ́ tó ń lo gbólóhùn bíi """"anonymizer"""" kì í sábà pa ìdánimọ̀ọ rẹ mọ́ fínnífínní.""",menyo20k,15
Irinṣẹ́ ìfòdá tó dára jù fún ọ dá lóríi àwòṣe ìdẹ́rùbà rẹ.,menyo20k,12
"Bí àwòṣe ìdẹ́rùbà rẹ ò bá dá ọ lójú ṣáká tó, bẹ̀rẹ̀ níhìn-ín.",menyo20k,13
Bíbẹ aṣojú ìtàkùn wò láti wọ ibùdó-ìtàkùn tí a ti dígàgáa rẹ̀.,menyo20k,12
Lílo Ìṣàsopọ̀ Àìrí Ìkọ̀kọ̀ (VPN) láti wọ ibùdó-ìtàkùn tàbí iṣẹ́.,menyo20k,10
HTTPS ni ẹ̀dà ààbò fún ìfẹ́nukò HTTP tí ò ń lò fi wọ ibùdó-ìtàkùn-àgbáyé.,menyo20k,14
Nígbà mìíràn Atẹríbọlẹ̀ẹ́ lè dígàgá ẹ̀dà ibùdó àìláàbò (HTTP),menyo20k,9
Atẹríbọlẹ̀ ṣì lè rí orúkọ agbègbè ìkápáa gbogbo ibùdó-ìtàkùn-àgbáyé tí o bá lọ.,menyo20k,13
Ọ̀nà tó dára láti fo ìtẹríbọlẹ̀ dá lèyí.,menyo20k,8
Aṣojú tí dátà rẹ̀ ti yí padà sí odù ààbò,menyo20k,10
"Fún àpẹẹrẹ, wọ́n lè ní orúkọ àti àdírẹ́ẹ̀sì ímeèlì rẹ lákọsílẹ̀.",menyo20k,11
Ìyẹ́n túmọ̀ sí wípé irinṣẹ́ wọ̀nwọ̀nyí kì í pèsèe àìlórúkọ dójú àlà.,menyo20k,12
UltraSurf àti Psiphon jẹ́ àpẹẹrẹ irinṣẹ́ báwọ̀nyí.,menyo20k,7
"Fún àlàyé nípa àwọn iṣẹ́ VPN ní pàtó, ṣíra tẹ ibí.",menyo20k,11
Ní EFF a kò le è jẹ́rìí sí VPN wọ̀nyí.,menyo20k,10
VPN mìíràn tí ó ní ìlànà ààbò tó yàrá ọ̀tọ̀ lè jẹ́ ti ọ̀daràn.,menyo20k,14
O kò gbọdọ̀ lo VPN tí o kò fi ọkàn tàn.,menyo20k,11
Aṣàwáríkiri ìtàkùn-àgbáyé ni aṣàwáríkiri Tor tí a kọ́ sóríi ìṣàsopọ̀ àìlórúkọ òǹlò Tor.,menyo20k,13
"(Wo bí a ṣe ń: lo ìtọ́nà Tor fún Linux, macOS àti Windows)",menyo20k,13
---Àjọ̀dún òṣìṣẹ́: Abẹnugan ilé-ìgbìmọ̀ as̩ojú rọ òṣìṣẹ́ láti tẹramọ́ iṣẹ́ fún àbájáde rere.,menyo20k,13
"Nítòótọ́, Nàìjíríà àti àwọn ọmọ Nàìjíríà fi yín yangàn.",menyo20k,9
--- Àyájọ́ àwọn Òṣìṣẹ́: Olóri ilé-ìgbìmọ̀ aṣòfin àgbà kí àwọn òṣìṣẹ́ Nàìjíríà,menyo20k,12
--- COVID-19: Àwọn ènìyàn mẹ́rìnlélógún (24) mìíràn tún jẹyọ lórílẹ̀ èdè Nàìjíríà,menyo20k,12
--- COVID-19: A ti gba ìròyìn díẹ̀ lórí ìṣẹ̀lẹ̀ ní Kánò- Dókítà Osagie,menyo20k,13
--- Nàìjíríà ṣàwárí àwọn alárùn COVID-19 mé̩rìnlélúgba,menyo20k,7
"Okòóléló̩ò̩dúnrún dín ò̩kan (319) gba ìwòsàn, méjìdínlọ́gọ́ta sì kú.",menyo20k,9
Àjo̩ a-gbógun-ti-àjàkálẹ̀-ààrun ti Nàìjíríà (NCDC) ló so̩ èyí lórí ẹ̀rọ abẹ́yẹfò @NCCDCgov;,menyo20k,12
Alárùn COVID-19 mé̩rìnlélúgba ti farahàn;,menyo20k,5
--- COVID-19: Ikò̩ òṣìṣé mínísítà ti Kano s̩àgbékalè̩ ìròyìn gbà-á-gbè̩,menyo20k,10
--- S̩ís̩í àwo̩n ilé-è̩kó̩ kò tíì farahàn - Mínísítà,menyo20k,9
"""""""Ní kúkurú, kò sí èyíkèyí nínú àwo̩n ilé-è̩kó̩ yìí tó le s̩í lé̩yìn odi.""",menyo20k,14
Àwọn tí wọ́n bá ṣe lòdì sí àṣẹ yìí yóò dojúkọ ìdájọ́ òfin pó̩nńbélé;,menyo20k,14
--- Kò gbọ̣̣̣̣̣dọ̣̀ ṣí ilé-ìwé aládàáni kankan tó gbọ̣́dọ̣̀ bẹ̣̀rẹ̣̀ isẹ̣́ - Mínísítà FCT,menyo20k,14
Gbogbo àwọ̣̣n tó bá tàpá ṣófin yìí ni yóò fojú winá òfin ìjọ̣̣ba.,menyo20k,13
--- Ọ̀RỌ̀ ÀÀRẸ MUHAMMADU BUHARI LÓRI TE̩LIFÍS̩ÀN SỌ́MỌ NÀÌJÍRÍÀ,menyo20k,9
34.A ṣe àgbéyẹ̀wò ìtẹ̀síwájú ìké̩kò̩ó̩ àwo̩n o̩mo̩ wa láì s̩e àkóbá ìlera wo̩n.,menyo20k,13
"39.Síwájú síi, òfin tuntun táa s̩àgbékalè̩ káàkiri orílèèdè nìwọ̀nyí;",menyo20k,9
b.Kò ní sááyè fún ìrìnàjò aláìs̩epàtàkì láarin ìpínlẹ̀síìpínlẹ̀ títí di àkókò àìmò̩.,menyo20k,12
44.Àwọn ìlànà wọ̀nyí kò ní kan ìpínlẹ̀ Kano.,menyo20k,8
"52.Mo dúpẹ́ pé ẹ fetí sílẹ̀ fún mi, kỌ̣lọ́run bùkún fún orílèèdè Nàìjíríà.",menyo20k,13
--- Ààbò ọ̣̣mọ̣ Nàìjíríà ló jẹ̣ mí lógún jùlọ - Ààrẹ Buhari,menyo20k,12
--- COVID-19: Ààrẹ Buhari pàṣ̣ẹ ètò kónílé-gbélé nípìnínlẹ̀ Kánò,menyo20k,9
--- NIS gbo̩mọ̣̣̣̣ Nàìjíríà mẹ́tàlá tó ń ti Tógò bò̩,menyo20k,10
--- Ààrẹ Buhari yóò bọ́mọ orílèèdè sọ̀rọ̀ lágogo mẹ́jọ àsálẹ́.,menyo20k,10
Ohun Nàìjíríà náà yóò gbesáfé̩fé̩ lórí ẹ̀rọ abẹ́yẹfò.,menyo20k,8
Ẹ tèlé wa lórí VON Social Media handles:,menyo20k,8
Olùrànlọ̣́wọ́ ààrẹ lórí ìròyìn àti ìkéde ló kéde yìí.,menyo20k,9
--- Ilé-ìgbìmọ̀ aṣ̣ojú yóò padà sẹ̣́nusẹ́ ní April 28,menyo20k,9
--- Ìjọba àpapọ̣̣̀ ń ṣe ìwádìí alárùn kòrónà ní ìpínlẹ̀ Kánò- Mínísítà,menyo20k,12
--- Ààrẹ Buhari ló lè yóhùn padà lórí ètò kónílégbélé - Mínísítà,menyo20k,12
"""Ó ní, """"Ààrẹ̣̣ yóò lọ̣̣gbọ̣̣́n rẹ̀ láti sọ̣̣ bétò kónílé-gbélé yóò se dópin lórílèèdè yìí.""",menyo20k,15
--- COVID-19: Àwọ̣̣n ènìyàn mẹ̣́tàdínláàdọ̣̣́rùn ún (87) míràn tún jẹ̣̣yọ lórílẹ̀ èdè Nàìjíríà,menyo20k,13
--- Àjọ̣̣ WHO yan Okonjo-Iweala láti jẹ́ aṣ̣ojú ikọ̀ tó ń gbógun ti ààrùn COVID-19,menyo20k,15
--- COVID-19: Ìyàwó ààrẹ Buhari pín àwọn ohun ilé-ìwòsàn,menyo20k,9
"Àwọn ohun míràn tún ni aṣọ ìbọ̀wọ́, gíláásì ìbòjú, àwọn ohun ìbùsùn abbl.",menyo20k,13
--- Abba Kyari jẹ́ olóòótọ́ fún ààrẹ Buhari àti agbẹnusọ rere fún Amẹ́ríkà: Ìjọba Amẹ́ríkà,menyo20k,15
--- COVID-19: Àwọn ènìyàn méjìdínláàdọ́fà (108) míràn tún jẹyọ lórílẹ̀ èdè Nàìjíríà,menyo20k,12
Ní èyí tí ó jẹ́ kí iye àwọn tó ní ààrùn Corona jẹ́ mọ́kàndílógúndínlẹ́gbẹ̀rún (981),menyo20k,15
--- Ààrẹ Bùhárí fi ìkíni ránṣẹ́ sí àwọn Mùsùlùmí bí Ramandan ṣe bẹ̀rẹ̀,menyo20k,13
--- COVID-19: Àwọn ènìyàn mọ́kànléláàdọ́rùn ún (91) míràn tún jẹyọ lórílẹ̀ èdè Nàìjíríà,menyo20k,13
--- Ilé igbimo Aṣ̣òfin ti ìpínlè̩ Èkó bẹ̀bẹ̀ fún ìfaradà ìpèníjà sísémó̩lé látàrí ààrùn Kòrónà.,menyo20k,15
--- Gómìnà ìpínlẹ̀ Ọ̀yọ́ dáròo onídàjọ́ àgbà tẹ́lẹ̀rí- Mákindé,menyo20k,9
--- Ilé-isẹ́ ológun gbẹ̀mí àwọn ọmọ-ogun ọlọ̀tẹ̀ mọ́kànlélógún ní ìpínlẹ̀ Zamfara,menyo20k,11
--- COVID-19: ìpínlẹ̀ Kánò bẹ̀rẹ̀ oúnjẹ pínpín fụ́n àwọn ará ìlú,menyo20k,11
Àmọ́ṣá Gàndújè ní ó se é se kí àtúnṣe bá ètò ọ̀hún.,menyo20k,12
--- COVID-19: Àwọn ènìyàn mẹ́rìndínláàdọ́rùn ún (86) míràn tún jẹyọ lórílẹ̀ èdè Nàìjíríà,menyo20k,13
--- Abba Kyari: Ààrẹ Buhari bá ìpínlẹ̀ Borno kẹ́dùn,menyo20k,9
"Ó ní, Abba jẹ́ ẹni tí a fẹ́ràn jùlọ.",menyo20k,9
Ó ṣe ǹkan tí ó jẹ́ kí orílẹ̣̀ èdè Nàìjíríà di ńlá.,menyo20k,12
--- Àwọn ènìyàn mẹ́tàdínláàdọ́ta pàdánù ẹ̀mí wọn lórí ìkọlù tó ṣẹlẹ̀ ní ìpínlẹ̀ katsina,menyo20k,14
--- Ilé ìgbìmọ̀ aṣojú kẹ́dùn ikú Abba Kyari,menyo20k,8
--- Erín wó! Ààrùn Corona (COVID-19) pa adarí òṣìṣẹ́ ààrẹ Buhari,menyo20k,11
"Adarí òṣìṣẹ́ fún ààrẹ orílẹ̀ èdè Nàìjíríà, Abba Kyari ni ààrùn (COVID-19) ti pa báyìí.",menyo20k,15
--- COVID-19: Àwọn ènìyàn mọ́kànléláàdọ́ta (51) míràn tún jẹyọ lórílẹ̀ èdè Nàìjíríà,menyo20k,12
Àwọn ìpínlẹ̀ mọ́kàndínlógún ní ààrùn COIVD-19 tí jẹyọ báyìí.,menyo20k,9
--- COVID-19: Mínísítà ro̩mo̩ Nàìjíríà láti s̩àfihàn àwo̩n a-lo-ò̩nà-àìtó̩ wo̩ e̩nubodè.,menyo20k,11
Ó ní pé ìjo̩ba àpapò̩ ń wá ò̩nà láti s̩e àdínkù o̩gbà è̩wò̩n.,menyo20k,13
--- COVID-19: FCTA gbé ìlànà tuntun jáde lásìkò òfin kónílé-gbélé,menyo20k,10
Àwo̩n o̩jó̩ o̩jà ni o̩jó̩rú àti àbámé̩ta nìkan. Ra nǹkan ló̩jà tó súnmó̩ re̩.,menyo20k,14
Ìdádúró ò̩kadà ní Kubwa àti Dutse.,menyo20k,6
Ìdásílè̩ ilé-e̩jó̩ alágbèéká láti dájó̩ àwo̩n arúfin.,menyo20k,7
"--- Ààrẹ Buhari bádarí ìjọba Gè̩é̩sì, Johnson yọ̀ fún bíborí Corona",menyo20k,11
"--- COVID-19: Ààrẹ Buhari gbósùbà fún akọ̀ròyìn, àjọ elétò ààbò àti ì̀lera",menyo20k,12
"Lákòókò ìgbóhùnsáfẹ́fẹ́ sí àwo̩n ọmọ orílẹ̀-èdè Nàìjíríà ló̩jó̩ ajé, Ààre̩ ní:",menyo20k,11
--- Ọwọ́ ọlọ́pàá tẹ ọ̀daràn tó pa ajíhìnrere Grace Ajíbọ́lá nílùú Ìbàdàn,menyo20k,12
--- COVID-19. A ò ní foríjin ẹni tó bá tàpá sófin kónílé-gbéle- Kọmísọ́nà ìpínlẹ̀ Ọ̀yọ́,menyo20k,15
--- COVID-19: Àwọn ènìyàn márùn ún (5) míràn tún jẹyọ lórílẹ̀ èdè Nàìjíríà,menyo20k,13
--- COVID-19: Ẹ máa lo òṣèlú fún akitiyan ìjọba nípa ààrùn Corona-IBB,menyo20k,12
--- Easter: Abẹnugan ìpínlẹ̀ Ọ̀ṣun rọ Nàìjíríà láti ní ìrètí nínú Ọlọ́run,menyo20k,12
"--- Easter: Ẹ jẹ́ kí ìgbàgbọ́ yín duro ṣinṣin - Sèyí Mákindé, Oyo State Governor",menyo20k,15
Góm̀inà ṣọ̀rọ̀ yìí nínú ọ̀rọ̀ Àjíǹde tí ó fi ránṣẹ́ sí àwọn ọmọ ìpínlẹ̀ Ọ̀yọ́.,menyo20k,15
Gómìnà Mákindé wá ṣèlérí pé ìjọba yóò mú ìgbáyé-gbádùn àwọn ará ìpínlẹ̀ náà lọ́kùńkúndùn.,menyo20k,14
Ìrántí Àjíǹde ọdún yìí wáyé lásìkò tí ìtànkálẹ̣̀ ààrùn COVID-19 jẹyọ ní gbogbo àgbáyé.,menyo20k,14
Eleyìí jẹ́ kàyéfì àti ìbànújẹ́ púpọ̀.,menyo20k,6
Ìgbáyé-gbádùn àwọ̣n ènìyàn mi ló jẹ mí lógún jùlọ.,menyo20k,9
Wọ́n le loo àǹfààní yìí láti ṣe àwọn ìkọlù kan sí orílẹ̀ èdè wa.,menyo20k,14
Mo kí gbogbo yín kú àjọ̀dún ọjọ́ àjíǹde Kristi.,menyo20k,9
Muhammadu Buhari Ààrẹ orílẹ̀ èdè Nàìjirià,menyo20k,6
--- Ó gbóná fẹli-fẹli:Ìjàm̀bá iná ṣẹlẹ̀ nílé-iṣẹ́ ìsirò -owó,menyo20k,9
--- COVID-19: Àwọn ènìyàn mẹ́fà (6) míràn tún jẹyọ lórílẹ̀ èdè Nàìjíríà,menyo20k,12
